id,sku,name,slug,collection,short_description,description,dimensions,specs,price,msrp,sale_price,category_id,is_active,available_online,created_at,updated_at
4298,C4242SHD,Table Top Only,42-table-top-only-medley-homecrest,Medley,"42"" Table Top Only — Homecrest Medley collection.","42"" Table Top Only — Homecrest Medley collection.

<p>Elevate your outdoor dining experience with the Medley collection. Constructed with a powder-coated aluminum frame and durable all-weather poly (HDPE) top, Medley visually resembles natural wood but eliminates the upkeep and maintenance that comes with it. Transform your outdoor space with this sturdy table that combines robust design and practical elegance.</p>",,"{'Weight': '36 lbs', 'Material': 'All-Weather Poly'}",,,,52,True,True,2026-06-01 06:37:29.131428+00:00,2026-06-23 18:14:57.428150+00:00
4215,1342R,Table Top Only,42-table-top-only-mode-club-homecrest,Club,"42"" Table Top Only — Homecrest Mode Club collection.","42"" Table Top Only — Homecrest Mode Club collection.

<p>Building on our popular Mode collection, Homecrest's Mode Club is a complementary series of contemporary table tops that are uniquely designed for hospitality applications. Mode Club tables feature clean lines and smooth contours in a variety of shapes and sizes that are specifically selected for outdoor spaces in public places. Like its sister collection, Mode Club tops are available in DuoTone color options. Pair these sophisticated tops with the Homecrest base that appropriately meets the height, functional, and aesthetic requirements of your project.</p>",,"{'Weight': '0 lbs', 'Material': 'Aluminum'}",,,,52,True,True,2026-06-01 06:37:14.868675+00:00,2026-06-23 18:14:57.428150+00:00
4325,C0042RSH,Table Top Only,42-table-top-only-shadow-rock-homecrest,Shadow Rock,"42"" Table Top Only — Homecrest Shadow Rock collection.","42"" Table Top Only — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>",,"{'Weight': '0 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:33.809852+00:00,2026-06-23 18:14:57.428150+00:00
4353,C0042RSL,Table Top Only,42-table-top-only-slate-homecrest,Slate,"42"" Table Top Only — Homecrest Slate collection.","42"" Table Top Only — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>",,"{'Weight': '0 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:39.805269+00:00,2026-06-23 18:14:57.428150+00:00
4379,C0042RSG,Table Top Only,42-table-top-only-stonegate-homecrest,Stonegate,"42"" Table Top Only — Homecrest Stonegate collection.","42"" Table Top Only — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>",,"{'Weight': '0 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:45.481547+00:00,2026-06-23 18:14:57.428150+00:00
4399,C0042RTM,Table Top Only,42-table-top-only-timber-homecrest,Timber,"42"" Table Top Only — Homecrest Timber collection.","42"" Table Top Only — Homecrest Timber collection.

<p>Cast from beautiful reclaimed wood tables, our popular Timber collection is on trend and timeless. Using the same technology we use in all Natural Series tops, we are able to achieve a look that is marvelously realistic while retaining the outstanding outdoor performance characteristics you expect from Homecrest. Timber is available in a variety of authentic colors to coordinate with unique color themes.</p>",,"{'Weight': '0 lbs', 'Material': 'Natural Series'}",,,,52,True,True,2026-06-01 06:37:49.542283+00:00,2026-06-23 18:14:57.428150+00:00
4232,374262BCT,Balcony Table,42-x-62-balcony-table-concrete-homecrest,Concrete,"42"" x 62"" Balcony Table — Homecrest Concrete collection.","42"" x 62"" Balcony Table — Homecrest Concrete collection.

<p>Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:17.892554+00:00,2026-06-21 02:25:08.663619+00:00
4362,374262BSG,Balcony Table,42-x-62-balcony-table-stonegate-homecrest,Stonegate,"42"" x 62"" Balcony Table — Homecrest Stonegate collection.","42"" x 62"" Balcony Table — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:41.654407+00:00,2026-06-21 02:25:08.663619+00:00
4231,374262FCT,Dining Table,42-x-62-dining-table-concrete-homecrest,Concrete,"42"" x 62"" Dining Table — Homecrest Concrete collection.","42"" x 62"" Dining Table — Homecrest Concrete collection.

<p>Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:17.761219+00:00,2026-06-21 02:25:08.663619+00:00
4361,374262FSG,Dining Table,42-x-62-dining-table-stonegate-homecrest,Stonegate,"42"" x 62"" Dining Table — Homecrest Stonegate collection.","42"" x 62"" Dining Table — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:41.414863+00:00,2026-06-21 02:25:08.663619+00:00
4306,374272BSH,Balcony Table,42-x-72-balcony-table-shadow-rock-homecrest,Shadow Rock,"42"" x 72"" Balcony Table — Homecrest Shadow Rock collection.","42"" x 72"" Balcony Table — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:30.626118+00:00,2026-06-08 21:38:24.775000+00:00
4336,374272BSL,Balcony Table,42-x-72-balcony-table-slate-homecrest,Slate,"42"" x 72"" Balcony Table — Homecrest Slate collection.","42"" x 72"" Balcony Table — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:36.117141+00:00,2026-06-08 21:38:24.970000+00:00
4308,374272FSH,Dining Table,42-x-72-dining-table-shadow-rock-homecrest,Shadow Rock,"42"" x 72"" Dining Table — Homecrest Shadow Rock collection.","42"" x 72"" Dining Table — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:30.896901+00:00,2026-06-08 21:38:24.781000+00:00
4335,374272FSL,Dining Table,42-x-72-dining-table-slate-homecrest,Slate,"42"" x 72"" Dining Table — Homecrest Slate collection.","42"" x 72"" Dining Table — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:35.862781+00:00,2026-06-08 21:38:24.968000+00:00
4275,374274XBLT,Balcony Table,42-x-74-balcony-table-latitude-homecrest,Latitude,"42"" x 74"" Balcony Table — Homecrest Latitude collection.","42"" x 74"" Balcony Table — Homecrest Latitude collection.

<p>Enjoy the beauty of the outdoors with Homecrest’s stunning Latitude collection. The attractive and functional Latitude tables feature an all-aluminum construction and are well-suited for both dining and deep seating applications. Whether for residential or commercial, Latitude combines style and function to create a fresh look in any outdoor space.</p>","42"" W x 74"" L x 34"" H","{'Notes': 'with Hole', 'Material': 'Aluminum'}",,,,47,True,True,2026-06-01 06:37:25.569371+00:00,2026-06-08 21:38:24.646000+00:00
4274,374274XFLT,Dining Table,42-x-74-dining-table-latitude-homecrest,Latitude,"42"" x 74"" Dining Table — Homecrest Latitude collection.","42"" x 74"" Dining Table — Homecrest Latitude collection.

<p>Enjoy the beauty of the outdoors with Homecrest’s stunning Latitude collection. The attractive and functional Latitude tables feature an all-aluminum construction and are well-suited for both dining and deep seating applications. Whether for residential or commercial, Latitude combines style and function to create a fresh look in any outdoor space.</p>","42"" W x 74"" L x 29.25"" H","{'Notes': 'with Hole', 'Material': 'Aluminum'}",,,,44,True,True,2026-06-01 06:37:25.356431+00:00,2026-06-08 21:38:23.923000+00:00
4310,374282BSH,Balcony Table,42-x-82-balcony-table-shadow-rock-homecrest,Shadow Rock,"42"" x 82"" Balcony Table — Homecrest Shadow Rock collection.","42"" x 82"" Balcony Table — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:31.281712+00:00,2026-06-21 02:25:08.663619+00:00
4339,374282BSL,Balcony Table,42-x-82-balcony-table-slate-homecrest,Slate,"42"" x 82"" Balcony Table — Homecrest Slate collection.","42"" x 82"" Balcony Table — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:36.813356+00:00,2026-06-21 02:25:08.663619+00:00
4309,374282FSH,Dining Table,42-x-82-dining-table-shadow-rock-homecrest,Shadow Rock,"42"" x 82"" Dining Table — Homecrest Shadow Rock collection.","42"" x 82"" Dining Table — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:31.047971+00:00,2026-06-21 02:25:08.663619+00:00
4337,374282FSL,Dining Table,42-x-82-dining-table-slate-homecrest,Slate,"42"" x 82"" Dining Table — Homecrest Slate collection.","42"" x 82"" Dining Table — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:36.340887+00:00,2026-06-21 02:25:08.663619+00:00
4234,374284BCT,Balcony Table,42-x-84-balcony-table-concrete-homecrest,Concrete,"42"" x 84"" Balcony Table — Homecrest Concrete collection.","42"" x 84"" Balcony Table — Homecrest Concrete collection.

<p>Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:18.219723+00:00,2026-06-08 21:38:24.552000+00:00
4294,254284BHD,Balcony Table,42-x-84-balcony-table-medley-homecrest,Medley,"42"" x 84"" Balcony Table — Homecrest Medley collection.","42"" x 84"" Balcony Table — Homecrest Medley collection.

<p>Elevate your outdoor dining experience with the Medley collection. Constructed with a powder-coated aluminum frame and durable all-weather poly (HDPE) top, Medley visually resembles natural wood but eliminates the upkeep and maintenance that comes with it. Transform your outdoor space with this sturdy table that combines robust design and practical elegance.</p>","42"" W x 84"" L x 35"" H",{'Notes': 'with Hole'},,,,47,True,True,2026-06-01 06:37:28.565341+00:00,2026-06-08 21:38:24.734000+00:00
4365,374284BSG,Balcony Table,42-x-84-balcony-table-stonegate-homecrest,Stonegate,"42"" x 84"" Balcony Table — Homecrest Stonegate collection.","42"" x 84"" Balcony Table — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:42.325855+00:00,2026-06-21 02:25:08.663619+00:00
4387,254284BTM,Balcony Table,42-x-84-balcony-table-timber-homecrest,Timber,"42"" x 84"" Balcony Table — Homecrest Timber collection.","42"" x 84"" Balcony Table — Homecrest Timber collection.

<p>Cast from beautiful reclaimed wood tables, our popular Timber collection is on trend and timeless. Using the same technology we use in all Natural Series tops, we are able to achieve a look that is marvelously realistic while retaining the outstanding outdoor performance characteristics you expect from Homecrest. Timber is available in a variety of authentic colors to coordinate with unique color themes.</p>",,{'Material': 'Natural Series'},,,,47,True,True,2026-06-01 06:37:46.984768+00:00,2026-06-08 21:38:25.138000+00:00
4233,374284FCT,Dining Table,42-x-84-dining-table-concrete-homecrest,Concrete,"42"" x 84"" Dining Table — Homecrest Concrete collection.","42"" x 84"" Dining Table — Homecrest Concrete collection.

<p>Offering a simple yet sophisticated style to your outdoor space design has never been easier than with Homecrest’s Concrete table tops. A member of our Natural Series collection, our Concrete tables are crafted using the latest in composite technology, giving you a contemporary, industrial-chic piece that is as durable as it is beautiful. This collection is sure to please those with an eye for innovative aesthetics.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:18.018443+00:00,2026-06-08 21:38:23.811000+00:00
4293,274284FHD,Dining Table,42-x-84-dining-table-medley-homecrest,Medley,"42"" x 84"" Dining Table — Homecrest Medley collection.","42"" x 84"" Dining Table — Homecrest Medley collection.

<p>Elevate your outdoor dining experience with the Medley collection. Constructed with a powder-coated aluminum frame and durable all-weather poly (HDPE) top, Medley visually resembles natural wood but eliminates the upkeep and maintenance that comes with it. Transform your outdoor space with this sturdy table that combines robust design and practical elegance.</p>","42"" W x 84"" L x 30"" H",{'Notes': 'with Hole'},,,,44,True,True,2026-06-01 06:37:28.424332+00:00,2026-06-08 21:38:24.730000+00:00
4363,374284FSG,Dining Table,42-x-84-dining-table-stonegate-homecrest,Stonegate,"42"" x 84"" Dining Table — Homecrest Stonegate collection.","42"" x 84"" Dining Table — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:41.866731+00:00,2026-06-21 02:25:08.663619+00:00
4386,274284FTM,Dining Table,42-x-84-dining-table-timber-homecrest,Timber,"42"" x 84"" Dining Table — Homecrest Timber collection.","42"" x 84"" Dining Table — Homecrest Timber collection.

<p>Cast from beautiful reclaimed wood tables, our popular Timber collection is on trend and timeless. Using the same technology we use in all Natural Series tops, we are able to achieve a look that is marvelously realistic while retaining the outstanding outdoor performance characteristics you expect from Homecrest. Timber is available in a variety of authentic colors to coordinate with unique color themes.</p>",,{'Material': 'Natural Series'},,,,44,True,True,2026-06-01 06:37:46.617621+00:00,2026-06-08 21:38:25.134000+00:00
4307,374262BSH,42” x 62” Balcony Table,42-x-62-balcony-table-shadow-rock-homecrest,Shadow Rock,42” x 62” Balcony Table — Homecrest Shadow Rock collection.,"42” x 62” Balcony Table — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:30.763711+00:00,2026-06-08 21:38:24.778000+00:00
4334,374262BSL,42” x 62” Balcony Table,42-x-62-balcony-table-slate-homecrest,Slate,42” x 62” Balcony Table — Homecrest Slate collection.,"42” x 62” Balcony Table — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:35.634524+00:00,2026-06-08 21:38:24.964000+00:00
4305,374262FSH,42” x 62” Dining Table,42-x-62-dining-table-shadow-rock-homecrest,Shadow Rock,42” x 62” Dining Table — Homecrest Shadow Rock collection.,"42” x 62” Dining Table — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:30.392689+00:00,2026-06-08 21:38:24.771000+00:00
4333,374262FSL,42” x 62” Dining Table,42-x-62-dining-table-slate-homecrest,Slate,42” x 62” Dining Table — Homecrest Slate collection.,"42” x 62” Dining Table — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:35.395089+00:00,2026-06-08 21:38:24.961000+00:00
4312,254282BSH,42” x 82” Balcony Table,42-x-82-balcony-table-shadow-rock-homecrest-2,,42” x 82” Balcony Table — Homecrest Shadow Rock collection.,"42” x 82” Balcony Table — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>",,{'Material': 'Natural Series'},,,,47,True,True,2026-06-01 06:37:31.727206+00:00,2026-06-08 21:38:24.795000+00:00
4340,254282BSL,42” x 82” Balcony Table,42-x-82-balcony-table-slate-homecrest-2,,42” x 82” Balcony Table — Homecrest Slate collection.,"42” x 82” Balcony Table — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>",,{'Material': 'Natural Series'},,,,47,True,True,2026-06-01 06:37:37.044161+00:00,2026-06-08 21:38:24.984000+00:00
4311,254282FSH,42” x 82” Dining Table,42-x-82-dining-table-shadow-rock-homecrest-2,,42” x 82” Dining Table — Homecrest Shadow Rock collection.,"42” x 82” Dining Table — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>",,{'Material': 'Natural Series'},,,,44,True,True,2026-06-01 06:37:31.486830+00:00,2026-06-08 21:38:24.791000+00:00
4338,254282FSL,42” x 82” Dining Table,42-x-82-dining-table-slate-homecrest-2,,42” x 82” Dining Table — Homecrest Slate collection.,"42” x 82” Dining Table — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>",,{'Material': 'Natural Series'},,,,44,True,True,2026-06-01 06:37:36.567333+00:00,2026-06-08 21:38:24.977000+00:00
4366,254284BSG,42” x 84” Balcony Table,42-x-84-balcony-table-stonegate-homecrest-2,,42” x 84” Balcony Table — Homecrest Stonegate collection.,"42” x 84” Balcony Table — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>",,{'Material': 'Natural Series'},,,,47,True,True,2026-06-01 06:37:42.566806+00:00,2026-06-08 21:38:25.070000+00:00
4364,254284FSG,42” x 84” Dining Table,42-x-84-dining-table-stonegate-homecrest-2,,42” x 84” Dining Table — Homecrest Stonegate collection.,"42” x 84” Dining Table — Homecrest Stonegate collection.

<p>Featuring the dramatic beauty of natural rock, our Stonegate tops combine natural elements with modern finishes for style and durability. Stonegate is designed to withstand the elements and is available in many shapes and heights. Its clean simplicity and straight-edge finish give Stonegate an on-trend appearance that allows it to adapt to a wide range of design applications, whether residential or commercial.</p>",,{'Material': 'Natural Series'},,,,44,True,True,2026-06-01 06:37:42.093724+00:00,2026-06-08 21:38:25.064000+00:00
4200,134444BWH,Balcony Table,44-balcony-table-mode-homecrest,Mode,"44"" Balcony Table — Homecrest Mode collection.","44"" Balcony Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 44"" D x 34"" H",{'Notes': 'with Hole'},,,,47,True,True,2026-06-01 06:37:11.204005+00:00,2026-06-08 21:38:24.473000+00:00
4201,134444BRWH,Bar Table,44-bar-table-mode-homecrest,Mode,"44"" Bar Table — Homecrest Mode collection.","44"" Bar Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 44"" D x 40"" H",{'Notes': 'with Hole'},,,,47,True,True,2026-06-01 06:37:11.453243+00:00,2026-06-08 21:38:24.477000+00:00
4198,134444C,Chat Table,44-chat-table-mode-homecrest,Mode,"44"" Chat Table — Homecrest Mode collection.","44"" Chat Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 44"" D x 21"" H","{'Notes': 'no Hole', 'Material': 'Aluminum'}",,,,52,True,True,2026-06-01 06:37:10.723611+00:00,2026-06-23 18:14:57.428150+00:00
4197,134444L,Coffee Table,44-coffee-table-mode-homecrest,Mode,"44"" Coffee Table — Homecrest Mode collection.","44"" Coffee Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 44"" D x 15"" H","{'Notes': 'no Hole', 'Material': 'Aluminum'}",,,,52,True,True,2026-06-01 06:37:10.514990+00:00,2026-06-23 18:14:57.428150+00:00
4199,134444FWH,Dining Table,44-dining-table-mode-homecrest,Mode,"44"" Dining Table — Homecrest Mode collection.","44"" Dining Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 44"" D x 30"" H",{'Notes': 'with Hole'},,,,44,True,True,2026-06-01 06:37:10.963560+00:00,2026-06-08 21:38:24.469000+00:00
