id,name,sku,collection,short_description,description,dimensions,specs,materials
3249,Laguna Teak Sofa,NC20153S,Laguna,"The Laguna Sofa is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for 3. It is designed to match the entire Laguna","The Laguna Sofa is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for 3. It is designed to match the entire Laguna

<p>The Laguna Sofa is 100% solid, plantation grown teak and partners with a cushion covered in fade- and mildew-resistant Sunbrella® fabric, creating comfortable seating for 3. It is designed to match the entire Laguna collection.</p>

<ul>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
  <li>Because the wood is reclaimed, it has already been aged and dried so there is no need for an additional step to control moisture.</li>
  <li>Plush, overstuffed cushions are made from quick-drying polyurethane foam wrapped in moisture and mildew-eliminating Dacron fibers.</li>
  <li>Hardware is zinc-coated steel that has been plated in brass. The zinc helps minimize corrosion, steel was chosen for strength and brass for its luster.</li>
  <li>Our Plantation Teak products ae plantation-grown and harvested from mature trees that are 50-60 years old.</li>
  <li>This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested.</li>
  <li>Grade B Teak.</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper.</li>
</ul>",,,['Aluminum']
3334,Laguna Teak Square End Table,NC2015ET,Laguna,"The Laguna End Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna","The Laguna End Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna

<p>The Laguna End Table is 100% solid, plantation grown teak. Whether allowed to weather or maintained to keep it’s natural, warm golden look, it will be a striking addition to your patio setting. It is designed to match the entire Laguna collection.</p>

<ul>
  <li>A wire wheel is used to distress the reclaimed teak to enhance the grain and provide a rustic finish.</li>
  <li>Our Plantation Teak products are plantation-grown and harvested from mature trees that are 50-60 years old.</li>
  <li>This line of teak is part of a replenished forestry program, where a new tree is planted for each one that is harvested.</li>
  <li>Our Plantation Teak is oven- or air-dried for moisture control.</li>
  <li>Grade B Teak.</li>
  <li>You may choose to allow your natural teak to weather to a beautiful silver-gray patina or treat it with an oil or sealer specifically made for natural teak twice a year to preserve the natural wood/teak’s golden finish.</li>
  <li>Natural teak may be cleaned using a wood cleaner, or lightly sanded with 600 (or higher) grit sandpaper.</li>
  <li>Leave your natural teak products outside year-round (under a furniture cover when not in use) or store in a COOL, DRY place during the winter to preserve the wood’s moisture.</li>
</ul>",,,['Aluminum']
3251,Lakeside Club Chair,NC4302C,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Comfortable Wide Arms</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>Seat Size: 25” x 25”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
3335,Lakeside Corner End Table,NC4302CET,Lakeside,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.","Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.

<p>Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Glass Included</li>
</ul>",,,"['Aluminum', 'Wicker']"
5549,Lakeside Corner End Table Glass Top,NC4302CET-GL,Lakeside,,,"32.5"" x 32.5""",,['Wicker']
5552,Lakeside End Table Glass Top,NC4302ET-SQ-GL,Lakeside,,,"20"" x 20""",,['Wicker']
3252,Lakeside Loveseat,NC4302LS,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Comfortable Wide Arms</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>SSeat Size: 50” x 25”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
3336,Lakeside Rectangular Coffee Table,NC4302CT-REC,Lakeside,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.","Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.

<p>Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Glass Top</li>
  <li>Tables Feature Additional Storage</li>
</ul>",,,"['Aluminum', 'Wicker']"
5550,Lakeside Rectangular Coffee Table Glass Top,NC4302CT-REC-GL,Lakeside,,,"43.3"" x 27.6""",,['Wicker']
3358,Lakeside Rectangular Ottoman,NC4302O-REC,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>Seat Size: 24” x 20”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
3253,Lakeside Sectional 45 Degree Corner,NC4302SCC-45,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>Seat Size: 57.5” x 32”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
3254,Lakeside Sectional Corner Chair,NC4302SCC,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>Seat Size: 25” x 25”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
3255,Lakeside Sectional Left Arm Loveseat,NC4302LL,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>Seat Size: 50” x 25”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
3257,Lakeside Sectional Middle Chair,NC4302SCM,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>Seat Size: 25” x 25”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
3256,Lakeside Sectional Right Arm Loveseat,NC4302RL,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>Seat Size: 50” x 25”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
3250,Lakeside Sofa,NC43023S,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Comfortable Wide Arms</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>Seat Size: 75” x 25”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
3337,Lakeside Square Coffee Table,NC4302CT-SQ,Lakeside,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.","Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.

<p>Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Glass Top</li>
</ul>",,,"['Aluminum', 'Wicker']"
5551,Lakeside Square Coffee Table Glass Top,NC4302CT-SQ-GL,Lakeside,,,"32"" x 32""",,['Wicker']
3338,Lakeside Square End Table,NC4302ET-SQ,Lakeside,"Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.","Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.

<p>Lakeside is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Glass Top</li>
</ul>",,,"['Aluminum', 'Wicker']"
3359,Lakeside Square Ottoman,NC4302O-SQ,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>Seat Size: 25” x 25”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
3258,Lakeside Swivel Glider,NC4302SG,Lakeside,"Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.","Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.

<p>Lakeside Deep Seating is designed to add comfort and style to your backyard. Features an HDPE all weather resin wicker. The Lakeside Deep Seating resin wicker material looks and feels like traditional wicker, but while traditional wicker cracks, splinters, fades and breaks down with prolonged exposure to outdoor elements, resin wicker is unfazed. Plush cushions cover the frames and offer supportive, comfortable long-term seating. Outdoor fabric covers the cushions.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>Hand-woven Wicker over Aluminum Frame</li>
  <li>Comfortable Wide Arms</li>
  <li>Sunbrella Fabrics</li>
  <li>Frame Color: Aspen or Husk</li>
  <li>Cush270/271-3S: 6 pc. cushion, 6” th.</li>
  <li>Seat Size: 25” x 25”, Deck Ht: 13”</li>
</ul>",,,"['Aluminum', 'Wicker']"
5514,Nassau Lounge Chair,NC2676C,Nassau 2676,,,"31"" x 30.5"" x 28.7"" H",,['Aluminum']
5513,Nassau Loveseat,NC2676LS,Nassau 2676,,,"56"" x 30.5"" x 28.7"" H",,['Aluminum']
5519,Nassau Sectional 90 Degree Corner,NC2676SCC,Nassau 2676,,,"31.5"" x 31.5"" x 28.7"" H",,['Aluminum']
5517,Nassau Sectional Left Arm Loveseat,NC2676LL,Nassau 2676,,,"53"" x 31.5"" x 28.7"" H",,['Aluminum']
5516,Nassau Sectional Middle Armless,NC2676SCM,Nassau 2676,,,"25.2"" x 31.5"" x 28.7"" H",,['Aluminum']
5518,Nassau Sectional Right Arm Loveseat,NC2676RL,Nassau 2676,,,"53"" x 31.5"" x 28.7"" H",,['Aluminum']
5512,Nassau Sofa,NC26763S,Nassau 2676,,,"81"" x 30.5"" x 28.7"" H",,['Aluminum']
5515,Nassau Swivel Rocker,NC2676SR,Nassau 2676,,,"31"" x 30.5"" x 28.7"" H",,['Aluminum']
3304,Oceanview 4 Seat Outdoor Counter Height Table Patio Set,NOSKU_delmar-4-seat-outdoor-counter-height-table-patio-set-poly-lumber,Oceanview,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly","Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.

Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects.
Color Stable: Rich colors stay brilliant thanks to built-in UV protection.
Low Maintenance: No painting, staining, or waterproofing required.
Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water.
Marine Grade Polymer",,,['Aluminum']
3305,Oceanview 4 Seat Outdoor Dining Height Table Patio Set,NOSKU_delmar-4-seat-outdoor-dining-height-table-patio-set-poly-lumber,Oceanview,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly","Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.

Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects.
Color Stable: Rich colors stay brilliant thanks to built-in UV protection.
Low Maintenance: No painting, staining, or waterproofing required.
Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water.
Marine Grade Polymer",,,['Aluminum']
3301,Oceanview 4 Seat Outdoor Round Bar Height Table Patio Set,NOSKU_delmar-4-seat-outdoor-42-round-bar-height-table-patio-set-poly-lumber,Oceanview,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly","Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.

Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects.
Color Stable: Rich colors stay brilliant thanks to built-in UV protection.
Low Maintenance: No painting, staining, or waterproofing required.
Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water.
Marine Grade Polymer","42""",,['Aluminum']
3302,Oceanview 4 Seat Outdoor Round Counter Height Table Patio Set,NOSKU_delmar-4-seat-outdoor-42-round-counter-height-table-patio-set-poly-lumber,Oceanview,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly","Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.

Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects.
Color Stable: Rich colors stay brilliant thanks to built-in UV protection.
Low Maintenance: No painting, staining, or waterproofing required.
Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water.
Marine Grade Polymer","42""",,['Aluminum']
